Kota;Kecamatan;Kelurahan;NamaJalan;NilaiNJOP2025;LuasTanah;JarakPusatKota;RumahSakit;Sekolah;Mall;Polisi;Ibadah;Toll;HargaEstimasi
Jakarta Utara;Koja;Rawa Badak Selatan;Jl. Rawa Badak Selatan Timur;25222000.0;242.0;8.6;0.9;1.8;1.9;4.1;0.4;2.7;7907609906.848665
Jakarta Utara;Koja;Rawa Badak Selatan;Jl. Rawa Badak Selatan Selatan;8634000.0;99.0;5.5;1.2;0.3;4.0;4.4;0.1;2.1;1138588861.0918112
Jakarta Utara;Koja;Rawa Badak Selatan;Jl. Rawa Badak Selatan Utara;16806000.0;204.0;11.9;1.4;0.1;3.4;1.3;0.8;5.7;4390874128.2604475
Jakarta Utara;Koja;Tugu Utara;Jl. Tugu Utara Utama;23309000.0;177.0;5.8;0.9;0.2;1.5;3.5;1.5;1.5;5711268618.106473
Jakarta Utara;Koja;Tugu Utara;Jl. Tugu Utara Raya;15411000.0;212.0;14.7;2.0;1.7;1.0;4.7;0.5;4.3;4168475329.275571
Jakarta Utara;Koja;Tugu Utara;Jl. Tugu Utara I;9212000.0;202.0;5.1;2.3;0.8;2.0;2.3;0.5;7.7;2335521510.127646
Jakarta Utara;Koja;Tugu Utara;Jl. Tugu Utara II;15594000.0;196.0;7.0;2.8;1.2;1.1;4.6;0.2;1.0;4223639874.1626797
Jakarta Utara;Koja;Tugu Utara;Jl. Tugu Utara III;7077000.0;96.0;7.4;1.8;1.6;2.4;1.9;0.3;4.1;856740021.8105453
Jakarta Utara;Koja;Tugu Utara;Jl. Tugu Utara IV;14890000.0;187.0;14.3;3.8;0.8;3.5;3.5;1.1;1.7;3546968671.3980465
Jakarta Utara;Koja;Tugu Utara;Jl. Tugu Utara Barat;11270000.0;155.0;12.9;1.0;1.1;3.9;2.6;0.8;5.8;2152069634.632923
Jakarta Utara;Koja;Tugu Utara;Jl. Tugu Utara Timur;20702000.0;160.0;7.3;1.1;1.2;2.1;4.3;0.2;6.3;4185066209.847149
Jakarta Utara;Koja;Tugu Utara;Jl. Tugu Utara Selatan;16852000.0;123.0;6.1;2.6;0.8;1.5;1.5;0.7;3.5;2685939850.530376
Jakarta Utara;Koja;Tugu Utara;Jl. Tugu Utara Utara;26457000.0;216.0;9.8;0.6;0.3;0.7;3.1;1.3;4.3;7759505920.820121
Jakarta Utara;Koja;Tugu Selatan;Jl. Tugu Selatan Utama;20300000.0;198.0;11.7;0.6;1.9;3.7;1.2;1.4;6.4;4952640792.674835
Jakarta Utara;Koja;Tugu Selatan;Jl. Tugu Selatan Raya;29156000.0;177.0;5.7;3.9;0.8;2.4;1.9;0.3;4.2;6531922504.581059
Jakarta Utara;Koja;Tugu Selatan;Jl. Tugu Selatan I;18638000.0;171.0;5.1;1.6;0.4;1.9;3.0;0.8;1.6;4315731831.08965
Jakarta Utara;Koja;Tugu Selatan;Jl. Tugu Selatan II;21550000.0;79.0;6.1;2.0;0.9;1.5;4.4;0.8;2.1;2240712910.8158784
Jakarta Utara;Koja;Tugu Selatan;Jl. Tugu Selatan III;26695000.0;107.0;8.4;0.7;0.6;2.2;4.7;1.0;7.5;3612714281.512605
Jakarta Utara;Koja;Tugu Selatan;Jl. Tugu Selatan IV;14838000.0;116.0;11.2;3.0;0.5;1.6;3.9;0.9;5.9;2164447368.698023
Jakarta Utara;Koja;Tugu Selatan;Jl. Tugu Selatan Barat;7894000.0;234.0;5.8;1.4;1.2;1.3;4.2;1.0;5.6;2348504755.117895
Jakarta Utara;Koja;Tugu Selatan;Jl. Tugu Selatan Timur;24337000.0;155.0;10.8;3.3;1.7;1.9;1.5;1.4;1.0;5014624221.705797
Jakarta Utara;Koja;Tugu Selatan;Jl. Tugu Selatan Selatan;24096000.0;206.0;5.8;3.3;1.9;3.3;3.7;0.4;5.2;6037099539.59384
Jakarta Utara;Koja;Tugu Selatan;Jl. Tugu Selatan Utara;13738000.0;90.0;5.2;3.7;1.5;2.8;4.8;0.2;6.2;1514729446.1484995
Jakarta Utara;Kelapa Gading;Kelapa Gading Barat;Jl. Kelapa Gading Barat Utama;28146000.0;188.0;13.7;1.9;1.5;0.5;3.8;0.7;7.9;6818833241.426878
Jakarta Utara;Kelapa Gading;Kelapa Gading Barat;Jl. Kelapa Gading Barat Raya;60154000.0;129.0;5.8;3.3;1.0;3.7;3.8;0.4;3.0;9732279115.861809
Jakarta Utara;Kelapa Gading;Kelapa Gading Barat;Jl. Kelapa Gading Barat I;39745000.0;220.0;12.8;2.3;1.6;3.8;2.5;1.1;1.5;11160180350.618132
Jakarta Utara;Kelapa Gading;Kelapa Gading Barat;Jl. Kelapa Gading Barat II;15907000.0;195.0;10.2;3.3;1.9;2.8;2.0;0.6;2.1;3923440266.3468194
Jakarta Utara;Kelapa Gading;Kelapa Gading Barat;Jl. Kelapa Gading Barat III;31319000.0;69.0;13.2;2.1;1.3;2.8;4.0;1.3;7.3;2601484190.090543
Jakarta Utara;Kelapa Gading;Kelapa Gading Barat;Jl. Kelapa Gading Barat IV;23049000.0;72.0;12.0;2.7;1.1;2.8;4.3;0.9;2.5;2086151201.0574627
Jakarta Utara;Kelapa Gading;Kelapa Gading Barat;Jl. Kelapa Gading Barat Barat;27060000.0;198.0;9.4;2.4;0.2;2.2;3.8;0.2;6.6;6844372442.444503
Jakarta Utara;Kelapa Gading;Kelapa Gading Barat;Jl. Kelapa Gading Barat Timur;17384000.0;192.0;12.6;0.8;1.1;1.3;3.3;0.6;7.9;4254446360.1489043
Jakarta Utara;Kelapa Gading;Kelapa Gading Barat;Jl. Kelapa Gading Barat Selatan;31885000.0;201.0;12.0;2.9;0.2;2.8;4.5;1.5;1.9;8347434640.814855
Jakarta Utara;Kelapa Gading;Kelapa Gading Barat;Jl. Kelapa Gading Barat Utara;54772000.0;125.0;14.1;2.3;1.2;3.9;4.1;0.2;3.7;8482583980.255545
Jakarta Utara;Kelapa Gading;Kelapa Gading Timur;Jl. Kelapa Gading Timur Utama;44769000.0;189.0;7.8;1.2;0.9;2.7;3.9;0.8;5.3;10581428124.77174
Jakarta Utara;Kelapa Gading;Kelapa Gading Timur;Jl. Kelapa Gading Timur Raya;16278000.0;135.0;6.8;0.8;0.6;3.3;4.8;0.7;2.8;2848554610.279842
Jakarta Utara;Kelapa Gading;Kelapa Gading Timur;Jl. Kelapa Gading Timur I;60657000.0;239.0;5.8;3.0;0.5;2.8;3.5;1.1;6.6;17917362813.453888
Jakarta Utara;Kelapa Gading;Kelapa Gading Timur;Jl. Kelapa Gading Timur II;28248000.0;129.0;13.9;3.6;1.7;2.6;2.9;1.4;4.6;4404679857.138846
Jakarta Utara;Kelapa Gading;Kelapa Gading Timur;Jl. Kelapa Gading Timur III;43465000.0;108.0;7.6;1.4;0.7;2.8;3.8;0.2;3.5;6032211976.393189
Jakarta Utara;Kelapa Gading;Kelapa Gading Timur;Jl. Kelapa Gading Timur IV;45109000.0;126.0;6.7;0.6;1.7;1.4;2.4;0.6;6.2;7305975653.442347
Jakarta Utara;Kelapa Gading;Kelapa Gading Timur;Jl. Kelapa Gading Timur Barat;68733000.0;123.0;9.7;2.2;1.2;3.7;3.1;0.9;5.6;10259396471.420988
Jakarta Utara;Kelapa Gading;Kelapa Gading Timur;Jl. Kelapa Gading Timur Timur;26075000.0;179.0;6.6;2.8;1.3;0.9;3.4;0.9;7.9;5888404777.48927
Jakarta Utara;Kelapa Gading;Kelapa Gading Timur;Jl. Kelapa Gading Timur Selatan;64093000.0;164.0;6.6;3.7;1.8;1.3;2.8;1.2;6.9;12959940330.332138
Jakarta Utara;Kelapa Gading;Kelapa Gading Timur;Jl. Kelapa Gading Timur Utara;66403000.0;135.0;5.5;0.8;2.0;1.1;2.3;1.0;7.6;11450629284.46844
Jakarta Utara;Kelapa Gading;Pegangsaan Dua;Jl. Pegangsaan Dua Utama;30409000.0;107.0;5.7;3.7;1.1;0.9;1.6;0.2;2.9;4325953310.319066
Jakarta Utara;Kelapa Gading;Pegangsaan Dua;Jl. Pegangsaan Dua Raya;51562000.0;152.0;12.1;0.5;1.3;4.0;3.4;0.6;3.5;9935421627.42125
Jakarta Utara;Kelapa Gading;Pegangsaan Dua;Jl. Pegangsaan Dua I;49529000.0;174.0;14.3;3.5;1.3;1.6;2.1;1.5;6.7;10554578144.745426
Jakarta Utara;Kelapa Gading;Pegangsaan Dua;Jl. Pegangsaan Dua II;38696000.0;207.0;9.5;3.4;0.4;2.8;3.8;1.0;3.4;10099997697.84689
Jakarta Utara;Kelapa Gading;Pegangsaan Dua;Jl. Pegangsaan Dua III;46017000.0;115.0;10.1;1.7;0.9;1.3;2.1;0.3;6.5;6779611918.433617
Jakarta Utara;Kelapa Gading;Pegangsaan Dua;Jl. Pegangsaan Dua IV;66057000.0;75.0;7.3;1.4;0.3;3.2;4.8;0.2;5.7;6316556441.0844555
Jakarta Utara;Kelapa Gading;Pegangsaan Dua;Jl. Pegangsaan Dua Barat;51917000.0;227.0;11.4;1.6;0.5;2.6;3.6;0.7;5.8;14776876619.266724
Jakarta Utara;Kelapa Gading;Pegangsaan Dua;Jl. Pegangsaan Dua Timur;23907000.0;98.0;11.6;2.4;0.4;1.6;1.8;1.4;1.7;3130530746.53482
Jakarta Utara;Kelapa Gading;Pegangsaan Dua;Jl. Pegangsaan Dua Selatan;66204000.0;209.0;13.9;3.9;0.9;4.0;2.9;1.2;4.9;16695689442.358137
Jakarta Utara;Kelapa Gading;Pegangsaan Dua;Jl. Pegangsaan Dua Utara;31423000.0;229.0;10.0;0.6;0.7;3.0;3.4;0.6;3.1;9333815914.935276
Jakarta Utara;Tanjung Priok;Tanjung Priok;Jl. Tanjung Priok Utama;20583000.0;169.0;10.6;2.6;0.8;1.0;2.9;1.2;2.0;4620579874.271012
Jakarta Utara;Tanjung Priok;Tanjung Priok;Jl. Tanjung Priok Raya;22138000.0;139.0;10.8;1.9;1.7;1.5;1.1;0.9;1.1;4165770554.1184382
Jakarta Utara;Tanjung Priok;Tanjung Priok;Jl. Tanjung Priok I;21544000.0;167.0;11.0;1.0;0.6;3.9;1.2;0.3;6.4;4548171292.527164
Jakarta Utara;Tanjung Priok;Tanjung Priok;Jl. Tanjung Priok II;19582000.0;132.0;9.4;1.3;0.6;0.7;1.4;0.4;7.6;3426688142.9368687
Jakarta Utara;Tanjung Priok;Tanjung Priok;Jl. Tanjung Priok III;8602000.0;81.0;8.0;3.1;1.7;3.9;3.0;0.5;7.5;833237510.4280738
Jakarta Utara;Tanjung Priok;Tanjung Priok;Jl. Tanjung Priok IV;16034000.0;186.0;13.3;1.8;0.2;1.4;2.7;1.3;4.2;3885505020.1069884
Jakarta Utara;Tanjung Priok;Tanjung Priok;Jl. Tanjung Priok Barat;19736000.0;234.0;6.6;3.8;1.1;3.0;2.8;0.6;1.8;5935132039.029391
Jakarta Utara;Tanjung Priok;Tanjung Priok;Jl. Tanjung Priok Timur;12345000.0;116.0;5.1;3.2;0.2;0.7;3.4;0.8;5.3;1906245195.441813
Jakarta Utara;Tanjung Priok;Tanjung Priok;Jl. Tanjung Priok Selatan;11169000.0;115.0;7.8;0.8;1.7;3.8;4.5;0.4;7.1;1578470434.107559
Jakarta Utara;Tanjung Priok;Tanjung Priok;Jl. Tanjung Priok Utara;10226000.0;87.0;5.6;1.9;2.0;1.8;4.4;0.1;5.4;1119809206.3221502
Jakarta Utara;Tanjung Priok;Kebon Bawang;Jl. Kebon Bawang Utama;12921000.0;142.0;10.2;0.8;1.2;3.4;0.5;0.8;5.3;2320996893.8884645
Jakarta Utara;Tanjung Priok;Kebon Bawang;Jl. Kebon Bawang Raya;13337000.0;249.0;6.2;2.4;2.0;3.4;2.5;0.2;5.9;4063998226.601867
Jakarta Utara;Tanjung Priok;Kebon Bawang;Jl. Kebon Bawang I;22330000.0;167.0;7.9;0.9;1.7;3.8;1.8;0.2;6.7;4633338473.2709055
Jakarta Utara;Tanjung Priok;Kebon Bawang;Jl. Kebon Bawang II;20677000.0;160.0;12.7;0.9;0.9;1.8;4.7;1.3;3.8;4226632896.6116076
Jakarta Utara;Tanjung Priok;Kebon Bawang;Jl. Kebon Bawang III;13491000.0;180.0;6.1;1.0;1.1;3.5;3.4;0.9;6.8;2998072845.9379287
Jakarta Utara;Tanjung Priok;Kebon Bawang;Jl. Kebon Bawang IV;27895000.0;139.0;13.6;2.5;0.7;2.7;4.5;0.8;2.0;4985065768.208715
Jakarta Utara;Tanjung Priok;Kebon Bawang;Jl. Kebon Bawang Barat;11429000.0;146.0;9.9;1.5;0.8;1.6;2.7;0.8;1.5;2242428731.868792
Jakarta Utara;Tanjung Priok;Kebon Bawang;Jl. Kebon Bawang Timur;27920000.0;119.0;5.7;3.7;1.1;0.5;4.7;1.2;6.0;4299718323.79789
Jakarta Utara;Tanjung Priok;Kebon Bawang;Jl. Kebon Bawang Selatan;26072000.0;60.0;5.5;2.7;1.8;1.7;1.0;0.8;1.1;2112820846.768846
Jakarta Utara;Tanjung Priok;Kebon Bawang;Jl. Kebon Bawang Utara;19681000.0;216.0;12.7;3.6;0.6;0.7;0.7;1.2;3.6;5641700213.241931
Jakarta Utara;Tanjung Priok;Sungai Bambu;Jl. Sungai Bambu Utama;22287000.0;244.0;8.5;2.4;1.7;1.4;0.9;1.4;3.4;6943697130.808079
Jakarta Utara;Tanjung Priok;Sungai Bambu;Jl. Sungai Bambu Raya;21702000.0;95.0;8.0;1.9;1.3;1.0;1.3;0.2;2.3;2772511040.7353144
Jakarta Utara;Tanjung Priok;Sungai Bambu;Jl. Sungai Bambu I;14918000.0;96.0;13.1;2.5;0.4;2.8;2.6;0.3;5.0;1808227145.5244098
Jakarta Utara;Tanjung Priok;Sungai Bambu;Jl. Sungai Bambu II;18973000.0;92.0;11.2;3.7;0.3;1.5;0.8;0.5;6.3;2250555300.5908456
Jakarta Utara;Tanjung Priok;Sungai Bambu;Jl. Sungai Bambu III;8734000.0;119.0;14.2;1.7;0.8;1.9;2.5;1.1;2.2;1351612934.0850015
Jakarta Utara;Tanjung Priok;Sungai Bambu;Jl. Sungai Bambu IV;26075000.0;136.0;14.1;2.1;1.8;2.9;5.0;1.4;2.5;4401641146.586769
Jakarta Utara;Tanjung Priok;Sungai Bambu;Jl. Sungai Bambu Barat;26863000.0;147.0;7.0;3.3;1.3;0.5;0.8;1.0;4.0;5240655453.77317
Jakarta Utara;Tanjung Priok;Sungai Bambu;Jl. Sungai Bambu Timur;9706000.0;184.0;6.4;1.8;0.8;3.6;4.8;0.2;1.1;2399393458.2649155
Jakarta Utara;Tanjung Priok;Sungai Bambu;Jl. Sungai Bambu Selatan;8009000.0;201.0;7.6;1.0;0.1;3.9;3.5;0.9;5.2;2061678055.1660886
Jakarta Utara;Tanjung Priok;Sungai Bambu;Jl. Sungai Bambu Utara;9110000.0;79.0;7.3;1.3;1.2;1.6;1.1;1.1;7.9;907443753.6015544
Jakarta Utara;Tanjung Priok;Papanggo;Jl. Papanggo Utama;29857000.0;121.0;6.9;3.9;1.1;0.9;1.5;1.4;5.8;4598002674.96315
Jakarta Utara;Tanjung Priok;Papanggo;Jl. Papanggo Raya;27070000.0;234.0;6.6;4.0;0.6;2.4;3.4;1.2;2.3;8117349892.780748
Jakarta Utara;Tanjung Priok;Papanggo;Jl. Papanggo I;14218000.0;162.0;5.4;3.2;1.1;0.6;4.5;0.9;1.4;3167874386.7395763
Jakarta Utara;Tanjung Priok;Papanggo;Jl. Papanggo II;19433000.0;146.0;11.9;1.4;1.9;1.7;1.2;0.7;3.9;3608914024.476283
Jakarta Utara;Tanjung Priok;Papanggo;Jl. Papanggo III;8833000.0;202.0;14.0;3.5;1.2;3.7;2.4;0.9;7.8;2127711149.7677758
Jakarta Utara;Tanjung Priok;Papanggo;Jl. Papanggo IV;29295000.0;207.0;13.9;1.7;0.1;2.3;4.2;0.2;5.5;7841941709.563817
Jakarta Utara;Tanjung Priok;Papanggo;Jl. Papanggo Barat;28633000.0;132.0;11.4;2.8;0.9;1.7;4.6;1.0;3.2;4789266332.539682
Jakarta Utara;Tanjung Priok;Papanggo;Jl. Papanggo Timur;29327000.0;103.0;8.4;1.0;0.1;4.0;3.7;1.4;3.7;3890985325.685502
Jakarta Utara;Tanjung Priok;Papanggo;Jl. Papanggo Selatan;11697000.0;123.0;14.1;2.6;0.4;2.2;3.1;0.8;4.1;1823728188.751564
Jakarta Utara;Tanjung Priok;Papanggo;Jl. Papanggo Utara;19456000.0;106.0;9.0;2.4;1.9;3.9;4.6;1.2;6.2;2452415453.375164
Jakarta Utara;Tanjung Priok;Sunter Agung;Jl. Sunter Agung Utama;25041000.0;127.0;7.6;2.9;0.5;2.8;3.3;1.4;1.2;4219886768.539492
Jakarta Utara;Tanjung Priok;Sunter Agung;Jl. Sunter Agung Raya;22674000.0;202.0;7.4;2.3;0.9;1.2;4.6;0.7;1.5;6163493941.355524
Jakarta Utara;Tanjung Priok;Sunter Agung;Jl. Sunter Agung I;18108000.0;235.0;7.4;2.3;1.3;3.0;3.7;0.5;6.4;5199252971.370582
Jakarta Utara;Tanjung Priok;Sunter Agung;Jl. Sunter Agung II;7748000.0;77.0;13.3;3.4;1.9;0.9;1.8;0.7;1.5;797804500.1964344
Jakarta Utara;Tanjung Priok;Sunter Agung;Jl. Sunter Agung III;13256000.0;67.0;10.0;2.9;1.8;1.9;2.8;1.5;4.1;1094471710.3802414
Jakarta Utara;Tanjung Priok;Sunter Agung;Jl. Sunter Agung IV;29642000.0;136.0;5.0;0.5;0.4;3.3;2.7;1.0;6.4;5174837670.953877
Jakarta Utara;Tanjung Priok;Sunter Agung;Jl. Sunter Agung Barat;27141000.0;101.0;11.0;0.7;0.4;1.7;3.3;0.9;2.6;3658718227.1772943
Jakarta Utara;Tanjung Priok;Sunter Agung;Jl. Sunter Agung Timur;13503000.0;158.0;5.5;1.8;1.2;3.8;3.6;0.1;5.6;2651472893.873518
Jakarta Utara;Tanjung Priok;Sunter Agung;Jl. Sunter Agung Selatan;23579000.0;184.0;14.5;0.6;1.6;0.9;1.1;0.5;1.7;5993146105.574503
Jakarta Utara;Tanjung Priok;Sunter Agung;Jl. Sunter Agung Utara;20027000.0;109.0;9.7;2.1;1.8;2.5;0.8;1.2;3.0;2752537304.6039877
Jakarta Utara;Tanjung Priok;Sunter Jaya;Jl. Sunter Jaya Utama;26085000.0;99.0;13.0;2.5;1.0;1.2;4.5;1.2;6.5;3225413116.4835157
Jakarta Utara;Tanjung Priok;Sunter Jaya;Jl. Sunter Jaya Raya;10228000.0;107.0;9.0;2.1;1.3;3.4;3.9;1.3;4.7;1331745072.8270679
Jakarta Utara;Tanjung Priok;Sunter Jaya;Jl. Sunter Jaya I;10383000.0;63.0;9.8;2.8;0.8;0.9;1.0;0.7;7.4;842167954.2127376
Jakarta Utara;Tanjung Priok;Sunter Jaya;Jl. Sunter Jaya II;27207000.0;248.0;10.9;2.7;0.9;0.7;4.8;1.1;3.2;8841295898.459185
Jakarta Utara;Tanjung Priok;Sunter Jaya;Jl. Sunter Jaya III;29550000.0;102.0;8.3;3.0;0.4;3.9;4.2;0.6;5.1;3735491086.7688394
Jakarta Utara;Tanjung Priok;Sunter Jaya;Jl. Sunter Jaya IV;14700000.0;125.0;14.9;1.8;1.5;2.9;2.2;0.6;2.0;2353070796.4958706
Jakarta Utara;Tanjung Priok;Sunter Jaya;Jl. Sunter Jaya Barat;12901000.0;230.0;6.3;3.0;0.6;4.0;0.5;0.7;7.2;3687387046.265742
Jakarta Utara;Tanjung Priok;Sunter Jaya;Jl. Sunter Jaya Timur;13697000.0;118.0;10.0;2.9;0.8;0.5;4.0;1.2;1.4;2234067649.8756795
Jakarta Utara;Tanjung Priok;Sunter Jaya;Jl. Sunter Jaya Selatan;19716000.0;152.0;7.0;3.1;0.6;2.0;1.1;1.2;1.4;4013895110.1678805
Jakarta Utara;Tanjung Priok;Sunter Jaya;Jl. Sunter Jaya Utara;24692000.0;146.0;10.6;0.6;0.8;2.9;3.3;0.8;3.2;4649070267.538298
Jakarta Utara;Tanjung Priok;Warakas;Jl. Warakas Utama;22904000.0;101.0;14.7;3.6;1.3;2.0;3.5;0.7;6.6;2819185043.043243
Jakarta Utara;Tanjung Priok;Warakas;Jl. Warakas Raya;26718000.0;120.0;6.0;1.3;1.9;2.6;4.3;0.9;8.0;3909162926.280654
Jakarta Utara;Tanjung Priok;Warakas;Jl. Warakas I;24371000.0;108.0;14.8;1.3;1.6;0.9;0.8;0.6;1.0;3692758481.462747
Jakarta Utara;Tanjung Priok;Warakas;Jl. Warakas II;23288000.0;137.0;10.1;0.7;1.9;0.7;0.6;1.2;5.3;4219220634.2909217
Jakarta Utara;Tanjung Priok;Warakas;Jl. Warakas III;19691000.0;162.0;9.2;2.0;0.7;1.7;2.9;0.4;3.0;4148951171.9752126
Jakarta Utara;Tanjung Priok;Warakas;Jl. Warakas IV;28719000.0;139.0;8.8;3.3;0.3;2.7;2.4;0.3;3.5;5131363389.341948
Jakarta Utara;Tanjung Priok;Warakas;Jl. Warakas Barat;21736000.0;138.0;14.5;1.8;0.3;3.7;0.7;0.5;4.0;3853941564.158154
Jakarta Utara;Tanjung Priok;Warakas;Jl. Warakas Timur;8572000.0;105.0;11.7;2.8;1.1;1.9;2.1;0.2;3.7;1145841948.5068464
Jakarta Utara;Tanjung Priok;Warakas;Jl. Warakas Selatan;13570000.0;218.0;14.1;2.6;1.8;2.5;2.5;0.6;4.3;3638265189.0814867
Jakarta Utara;Tanjung Priok;Warakas;Jl. Warakas Utara;22397000.0;190.0;5.9;2.4;1.1;3.0;1.4;0.2;7.4;5286070679.75241
Jakarta Utara;Pademangan;Ancol;Jl. Ancol Utama;7226000.0;178.0;5.4;0.8;0.6;0.7;4.8;1.3;4.7;1719960200.5255973
Jakarta Utara;Pademangan;Ancol;Jl. Ancol Raya;8678000.0;138.0;7.3;2.6;1.1;3.2;3.9;1.0;2.4;1509114919.834783
Jakarta Utara;Pademangan;Ancol;Jl. Ancol I;27970000.0;83.0;12.4;2.0;1.5;2.9;1.7;1.0;7.8;2809698778.666734
Jakarta Utara;Pademangan;Ancol;Jl. Ancol II;11560000.0;95.0;5.9;1.8;1.4;1.8;2.0;0.3;7.4;1379999401.8128767
Jakarta Utara;Pademangan;Ancol;Jl. Ancol III;8349000.0;190.0;7.4;0.8;1.6;1.3;3.5;0.8;6.1;2023543894.4638028
Jakarta Utara;Pademangan;Ancol;Jl. Ancol IV;15388000.0;163.0;12.2;3.0;0.5;0.5;1.3;0.6;6.3;3329146466.075386
Jakarta Utara;Pademangan;Ancol;Jl. Ancol Barat;21196000.0;195.0;12.6;3.4;1.1;1.6;4.4;1.1;4.6;5132823207.070706
Jakarta Utara;Pademangan;Ancol;Jl. Ancol Timur;10048000.0;80.0;7.6;3.3;1.9;1.7;3.7;0.2;5.2;1001313426.5529974
Jakarta Utara;Pademangan;Ancol;Jl. Ancol Selatan;9416000.0;175.0;12.4;2.5;1.9;0.8;2.6;0.3;4.1;2131270734.1742208
Jakarta Utara;Pademangan;Ancol;Jl. Ancol Utara;25847000.0;97.0;11.8;4.0;0.2;3.6;0.6;0.5;4.8;3188087443.2273374
Jakarta Utara;Pademangan;Pademangan Barat;Jl. Pademangan Barat Utama;20372000.0;195.0;11.8;1.5;1.9;3.2;0.5;1.0;1.7;5164384735.913279
Jakarta Utara;Pademangan;Pademangan Barat;Jl. Pademangan Barat Raya;20433000.0;125.0;6.7;1.9;1.5;1.6;0.7;1.1;7.1;3209486744.116573
Jakarta Utara;Pademangan;Pademangan Barat;Jl. Pademangan Barat I;16121000.0;236.0;7.5;0.7;0.7;2.9;1.4;0.2;2.8;5036128106.970708
Jakarta Utara;Pademangan;Pademangan Barat;Jl. Pademangan Barat II;16302000.0;181.0;11.8;0.8;1.4;2.3;2.9;0.2;1.7;3929990110.169492
Jakarta Utara;Pademangan;Pademangan Barat;Jl. Pademangan Barat III;17487000.0;102.0;8.8;1.7;1.4;2.5;4.1;0.8;1.7;2311468501.2987013
Jakarta Utara;Pademangan;Pademangan Barat;Jl. Pademangan Barat IV;23080000.0;110.0;13.8;2.3;0.2;3.4;3.4;0.5;3.0;3264983768.115942
Jakarta Utara;Pademangan;Pademangan Barat;Jl. Pademangan Barat Barat;23360000.0;204.0;10.3;3.8;2.0;3.9;2.0;0.1;7.9;5721009880.948705
Jakarta Utara;Pademangan;Pademangan Barat;Jl. Pademangan Barat Timur;29882000.0;239.0;9.5;3.3;1.9;2.4;4.3;0.2;6.2;8711963094.055159
Jakarta Utara;Pademangan;Pademangan Barat;Jl. Pademangan Barat Selatan;17045000.0;95.0;11.2;2.6;1.1;3.0;2.7;0.6;4.1;2004520665.8772745
Jakarta Utara;Pademangan;Pademangan Barat;Jl. Pademangan Barat Utara;18264000.0;165.0;13.1;0.9;0.4;1.3;2.3;1.2;6.0;3915778248.656822
Jakarta Utara;Pademangan;Pademangan Timur;Jl. Pademangan Timur Utama;13487000.0;234.0;9.8;2.5;1.6;1.6;2.2;0.7;5.8;3923848460.67677
Jakarta Utara;Pademangan;Pademangan Timur;Jl. Pademangan Timur Raya;22188000.0;162.0;14.0;3.8;1.5;1.3;2.2;0.2;6.5;4501065432.018634
Jakarta Utara;Pademangan;Pademangan Timur;Jl. Pademangan Timur I;25856000.0;209.0;7.4;1.9;1.1;3.2;3.8;1.0;7.0;6571963437.447301
Jakarta Utara;Pademangan;Pademangan Timur;Jl. Pademangan Timur II;22667000.0;231.0;9.5;3.2;1.4;1.9;3.3;1.3;5.6;6407856610.769324
Jakarta Utara;Pademangan;Pademangan Timur;Jl. Pademangan Timur III;28017000.0;189.0;11.1;1.9;1.8;2.4;3.8;1.1;1.7;6795701009.742819
Jakarta Utara;Pademangan;Pademangan Timur;Jl. Pademangan Timur IV;18601000.0;214.0;6.2;1.4;1.6;1.0;0.5;0.7;5.7;5189838770.188578
Jakarta Utara;Pademangan;Pademangan Timur;Jl. Pademangan Timur Barat;10829000.0;197.0;13.5;3.9;0.4;4.0;0.6;0.8;2.7;2729260388.537287
Jakarta Utara;Pademangan;Pademangan Timur;Jl. Pademangan Timur Timur;14695000.0;127.0;13.5;0.7;0.6;0.9;3.8;0.3;3.8;2510821235.1648436
Jakarta Utara;Pademangan;Pademangan Timur;Jl. Pademangan Timur Selatan;14620000.0;96.0;11.4;2.3;0.8;2.5;4.4;0.1;2.4;1817168883.420673
Jakarta Utara;Pademangan;Pademangan Timur;Jl. Pademangan Timur Utara;28959000.0;80.0;11.5;1.4;1.1;1.6;1.3;0.7;5.1;2954363973.044188
Jakarta Utara;Penjaringan;Penjaringan;Jl. Penjaringan Utama;69974000.0;62.0;5.6;1.2;1.7;2.3;1.3;0.2;1.4;5854049761.204174
Jakarta Utara;Penjaringan;Penjaringan;Jl. Penjaringan Raya;68862000.0;222.0;9.6;1.0;1.1;2.7;1.9;1.1;7.2;18952143192.68593
Jakarta Utara;Penjaringan;Penjaringan;Jl. Penjaringan I;30766000.0;105.0;9.2;3.4;0.2;3.7;4.9;0.4;6.3;4021136262.268563
Jakarta Utara;Penjaringan;Penjaringan;Jl. Penjaringan II;28763000.0;249.0;8.3;1.3;1.5;4.0;2.4;1.5;2.2;9052625058.615728
Jakarta Utara;Penjaringan;Penjaringan;Jl. Penjaringan III;29797000.0;182.0;5.8;3.9;0.7;2.9;3.4;0.5;6.9;6672670852.063678
Jakarta Utara;Penjaringan;Penjaringan;Jl. Penjaringan IV;29096000.0;133.0;7.6;1.8;1.1;2.4;4.0;0.3;2.1;5032828666.619959
Jakarta Utara;Penjaringan;Penjaringan;Jl. Penjaringan Barat;16074000.0;247.0;8.4;3.8;0.1;3.8;2.1;0.2;4.1;5089630709.563444
